branch,date,segments,initial_energy_kwh,final_energy_kwh,normal_yuan,adjustment_yuan,emergency_yuan,total_yuan,q0_kwh,a_final_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,adjust_up_kwh,adjust_down_kwh,adjust_abs_kwh
Q43/C1-P1,2025-04-02,144,3694.21998216348,7121.32995945028,40596.6089318571,0,6657.10313308721,47253.7120649443,68161.2408223849,68161.2408223849,23538.2280408608,15981.5657335391,1585.83750553513,1730.98395393169,0,0,0
Q43/C1-P1,2025-04-03,144,7121.32995945028,1503.03229463168,37860.1570036324,0,3383.39825601028,41243.5552596427,59667.6631699572,59667.6631699572,14334.4701886803,16667.3887511678,823.28254585307,6786.18734496436,0,0,0
Q43/C1-P1,2025-04-04,144,1503.03229463168,4792.30697253922,11518.1504107516,0,3102.67572632309,14620.8261370747,30654.7088471546,30654.7088471546,20579.9648754071,13709.424338963,934.982948153477,18330.9023421973,0,0,0
Q43/C1-P1,2025-04-05,144,4792.30697253922,10184.7321765903,12417.4794272693,0,3676.52254125485,16094.0019685241,32963.4488713652,32963.4488713652,22249.04216546,13168.5414703766,1098.44800328493,13073.2245295668,0,0,0
Q43/C1-P1,2025-04-06,144,10184.7321765903,7316.48683927077,36014.2459191866,0,3233.33994869164,39247.5858678783,59705.674569827,59705.674569827,18102.9153729994,17244.7822557171,734.831655877345,5160.98017508877,0,0,0
Q43/C1-P1,2025-04-07,144,7316.48683927077,5907.05418197123,31623.7674186028,0,11743.6750509775,43367.4424695804,52614.2340470534,52614.2340470534,17783.1322769983,15672.8265359382,2898.26083475871,197.568190752064,0,0,0
Q43/C1-P1,2025-04-08,144,5907.05418197123,5056.52511217248,37787.9663157116,0,3899.35908736726,41687.3254030788,62780.3086093406,62780.3086093406,19168.8605216722,16292.2531853734,759.682974490176,6320.63563086522,0,0,0
Q43/C1-P1,2025-04-09,144,5056.52511217248,6308.68249963861,37849.6756326483,0,8433.19780379685,46282.8734364451,63480.7864777935,63480.7864777935,20782.9736496987,15707.2670075365,2082.93570550472,1329.83619113589,0,0,0
Q43/C1-P1,2025-04-10,144,6308.68249963861,1580.37419923888,34708.0740352205,0,8686.54874855775,43394.6227837782,55416.2731729403,55416.2731729403,16350.1249080633,17499.078645891,2063.86945320237,3996.5601306371,0,0,0
Q43/C1-P1,2025-04-11,144,1580.37419923888,5134.21355027614,11033.3730578017,0,5982.3009102275,17015.6739680292,28833.9839466758,28833.9839466758,16958.1677738319,10537.6604808703,1875.1292834567,18999.9574371709,0,0,0
Q43/C1-P1,2025-04-12,144,5134.21355027614,10442.7643924681,12492.3163108624,0,1391.48829095069,13883.8046018131,32971.7407445766,32971.7407445766,20441.1941595527,11779.6715112649,380.296501938159,15816.7573815603,0,0,0
Q43/C1-P1,2025-04-13,144,10442.7643924681,4328.54076576232,31684.6244016114,0,6127.80059317256,37812.424994784,50740.9060390229,50740.9060390229,13756.8711064459,16645.8668602564,1374.91441452469,691.284390691445,0,0,0
Q43/C1-P1,2025-04-14,144,4328.54076576232,5601.20899639805,36648.1536179419,0,4306.85983277787,40955.0134507198,61744.9488584682,61744.9488584682,20590.5918041484,15532.977953788,1027.31953029287,5205.03440506734,0,0,0
Q43/C1-P1,2025-04-15,144,5601.20899639805,6445.937795901,31725.9252247787,0,9468.22718629573,41194.1524110745,53690.6054267067,53690.6054267067,19709.0818867556,15204.1004087194,2362.63845821118,1398.08690688164,0,0,0
Q43/C1-P1,2025-04-16,144,6445.937795901,4479.01235866195,34351.1338467486,0,7920.11666806787,42271.2505148164,56982.94865591,56982.94865591,16551.0831934181,15176.6102801838,1768.71285185739,1628.72164453312,0,0,0
Q43/C1-P1,2025-04-17,144,4479.01235866195,1601.0661968068,31144.5541864453,0,18534.3448166076,49678.8990030528,49988.7562470592,49988.7562470592,12983.4307549862,13106.7304572084,4331.53600630944,1391.44960559091,0,0,0
Q43/C1-P1,2025-04-18,144,1601.0661968068,3841.77854763006,10711.8621065839,0,2733.6703246319,13445.5324312159,28412.1024408955,28412.1024408955,19421.4497639362,13714.7331930474,823.071746445007,17184.9954331184,0,0,0
Q43/C1-P1,2025-04-19,144,3841.77854763006,9660.10071128831,11836.5537720338,0,2782.28599532016,14618.839767354,32296.1537748564,32296.1537748564,22686.8070604456,13139.8237716685,756.419250150654,16892.2388195633,0,0,0
Q43/C1-P1,2025-04-20,144,9660.10071128831,5789.27594232993,30391.3425253775,0,8436.79521450805,38828.1377398856,49641.8505342391,49641.8505342391,16479.3976126655,16832.0543583216,2002.15298618143,60.1253827433306,0,0,0
Q43/C1-P1,2025-04-21,144,5789.27594232993,5097.09525502844,33542.5709297096,0,6146.73714871907,39689.3080784287,57071.7414918025,57071.7414918025,17712.2485054169,14969.883907959,1364.52864001925,7130.10681769717,0,0,0
Q43/C1-P1,2025-04-22,144,5097.09525502844,7899.8691660671,32783.1807299371,0,12739.3261753467,45522.5069052838,55793.2596434472,55793.2596434472,21160.2966774151,14617.3437887714,3273.66307160367,435.778843073854,0,0,0
Q43/C1-P1,2025-04-23,144,7899.8691660671,5313.82052022673,29465.2994611298,0,15805.8023465288,45271.1018076586,48029.731429363,48029.731429363,14649.2856985763,14193.3651971031,3969.66509013815,112.189301361308,0,0,0
Q43/C1-P1,2025-04-24,144,5313.82052022673,1447.31825778198,29371.5729982958,0,4099.85397117811,33471.4269694739,47550.2477114821,47550.2477114821,14634.1552056506,15333.5177527772,887.656187459626,1883.56474606841,0,0,0
Q43/C1-P1,2025-04-25,144,1447.31825778198,4597.54916532553,10455.3943017907,0,2884.08156429887,13339.4758660896,28348.1797571351,28348.1797571351,17519.9015113436,11355.9124073991,757.611219209666,20903.205889067,0,0,0
Q43/C1-P1,2025-04-26,144,4597.54916532553,10241.7394403272,11514.9754024907,0,2851.46692857496,14366.4423310656,31192.9822925304,31192.9822925304,21430.7554153523,12279.1406389339,771.600800033875,22923.2013494793,0,0,0
Q43/C1-P1,2025-04-27,144,10241.7394403272,3560.76854504876,27014.7318678007,0,15407.7744298193,42422.50629762,43412.0359081221,43412.0359081221,12698.7530929314,16298.863811025,3729.51744237611,2216.31121859185,0,0,0
Q43/C1-P1,2025-04-28,144,3560.76854504876,4137.77638019755,37311.2670945984,0,8842.36326944746,46153.6303640458,62344.6867017801,62344.6867017801,17761.2551436838,13867.30961475,2223.01188604039,4020.38740888669,0,0,0
Q43/C1-P1,2025-04-29,144,4137.77638019755,3679.03481489598,29980.308354901,0,7055.10346238735,37035.4118172884,49999.8693492118,49999.8693492118,17276.9986702027,14407.2363316356,1631.46090675333,1296.55920073132,0,0,0
Q43/C1-P1,2025-04-30,144,3679.03481489598,5860.9397128654,30532.0580436448,0,9489.95842999668,40022.0164736415,51998.1913779029,51998.1913779029,19449.8473479415,13790.6619436601,1986.78758833256,158.075795287423,0,0,0
Q43/C1-P1,2025-05-01,144,5860.9397128654,1268.11802914019,29724.0301894563,0,20747.9143494349,50471.9445388911,46553.4467204813,46553.4467204813,14186.5800177411,15624.669329723,4535.28066075631,1313.22122655281,0,0,0
Q43/C1-P1,2025-05-02,144,1268.11802914019,3536.13958299882,11392.0088074113,0,11498.0839037473,22890.0927111585,28711.2210347707,28711.2210347707,17898.970695544,12456.9468649179,3017.33536773513,12012.579155213,0,0,0
Q43/C1-P1,2025-05-03,144,3536.13958299882,8723.90022371712,12462.3040321987,0,9869.49026175359,22331.7942939523,32646.8654420113,32646.8654420113,22483.3401867232,13542.5209745993,2129.57148537205,17118.4593985928,0,0,0
Q43/C1-P1,2025-05-04,144,8723.90022371712,5965.79560577518,33064.5887916289,0,12123.9821566967,45188.5709483256,53281.4974361782,53281.4974361782,14350.3908818142,14106.1107704173,2330.50916161726,3616.78081973184,0,0,0
Q43/C1-P1,2025-05-05,144,5965.79560577518,2883.6284246901,35602.7708653187,0,6118.40039832015,41721.1712636389,56250.7720600839,56250.7720600839,16088.6379668806,15805.7472161499,1251.83001291233,2142.59785559881,0,0,0
Q43/C1-P1,2025-05-06,144,2883.6284246901,4047.09688270147,32789.2043709085,0,26620.0946660034,59409.2990369119,52691.2086591901,52691.2086591901,18225.3377678444,13715.4019797437,6179.65181559442,1520.02398668388,0,0,0
Q43/C1-P1,2025-05-07,144,4047.09688270147,5324.52318687653,35364.8199959949,0,18185.3683974147,53550.1883934096,56372.7082456523,56372.7082456523,18186.3586453883,13581.266829007,4047.51676387768,761.482243148624,0,0,0
Q43/C1-P1,2025-05-08,144,5324.52318687653,1912.36655799176,36719.4460679632,0,5726.58157803346,42446.0276459966,58274.8824124116,58274.8824124116,15599.9443783597,15706.8959124676,1212.37423540556,3596.95411525844,0,0,0
Q43/C1-P1,2025-05-09,144,1912.36655799176,2376.34643886799,11563.9359390929,0,2379.48919165308,13943.425130746,28043.0013500878,28043.0013500878,16846.5216906098,13228.1006766053,781.876099203661,16640.6372519537,0,0,0
Q43/C1-P1,2025-05-10,144,2376.34643886799,10374.4921579393,14593.4950226034,0,3562.65090570093,18156.1459283043,36345.7988714697,36345.7988714697,24381.2356077123,12550.4696950828,1013.74312852082,13607.5774706943,0,0,0
Q43/C1-P1,2025-05-11,144,10374.4921579393,2212.60838576595,31802.3177948962,0,9003.81889365951,40806.1366885558,49492.0492258301,49492.0492258301,11339.2240115448,16530.4668443073,1918.15369328995,1152.36833521588,0,0,0
Q43/C1-P1,2025-05-12,144,2212.60838576595,4695.20227607343,33669.6460473417,0,25116.4292359118,58786.0752832534,53761.2237650797,53761.2237650797,15289.7630608366,10150.3735780009,5761.93500161475,2389.63071719208,0,0,0
Q43/C1-P1,2025-05-13,144,4695.20227607343,5293.58831596594,36672.2847799357,0,7015.56196917404,43687.8467491098,61220.4794220176,61220.4794220176,19257.4107494669,15059.9552711649,1506.37102768763,5396.40387140326,0,0,0
Q43/C1-P1,2025-05-14,144,5293.58831596594,5240.30757523851,35763.9122790309,0,10573.7629792106,46337.6752582415,57717.6098646786,57717.6098646786,15464.4818166758,12574.1829381621,2713.93527186625,4576.72747469779,0,0,0
Q43/C1-P1,2025-05-15,144,5240.30757523851,3072.57296878082,35835.7901435149,0,13405.9861181196,49241.7762616345,53900.8626310098,53900.8626310098,12404.8414893001,11998.882752145,3416.02165025658,3984.71892744464,0,0,0
Q43/C1-P1,2025-05-16,144,3072.57296878082,2122.03458803957,11205.7692632755,0,2014.71342254862,13220.4826858241,25618.0827819674,25618.0827819674,14044.3029639826,12231.369943493,815.294841562807,21895.9580697073,0,0,0
Q43/C1-P1,2025-05-17,144,2122.03458803957,10027.3572906631,14921.526692859,0,1401.7673338726,16323.2940267316,36138.7143115749,36138.7143115749,22635.0917567724,11219.6338906245,453.530167543708,14901.6775296373,0,0,0
Q43/C1-P1,2025-05-18,144,10027.3572906631,4082.75680399608,35334.1889102486,0,1607.91393125418,36942.1028415028,55222.0480658052,55222.0480658052,11574.1664427859,14725.2152566569,361.802227848859,5055.58600752497,0,0,0
Q43/C1-P1,2025-05-19,144,4082.75680399608,3425.48346110255,33582.6282567907,0,2476.45709325554,36059.0853500462,54073.4966568618,54073.4966568618,16380.9225171112,13860.0932474642,541.037941947522,4581.80211249567,0,0,0
Q43/C1-P1,2025-05-20,144,3425.48346110255,4004.20560122971,34270.4925280418,0,13427.7274920447,47698.2200200865,55507.2557873267,55507.2557873267,16550.2965050909,12884.8902430092,3489.63616272695,779.792537971967,0,0,0
Q43/C1-P1,2025-05-21,144,4004.20560122971,3416.9858053114,32628.1109650157,0,20963.4179237237,53591.5288887394,50517.4624809497,50517.4624809497,12453.7949804424,10616.0717504848,5306.74381175231,2649.69111274443,0,0,0
Q43/C1-P1,2025-05-22,144,3416.9858053114,2144.84559686095,33108.4397257355,0,5860.03414697988,38968.4738727153,52160.1496467763,52160.1496467763,17702.8470195428,15484.2322734351,1186.03819847506,128.997282477013,0,0,0
Q43/C1-P1,2025-05-23,144,2144.84559686095,2495.13171478471,10577.5709665842,0,2870.69886374846,13448.2698303326,26093.3448061258,26093.3448061258,14931.9204855243,11779.5980871433,1030.22611274925,17551.7929704941,0,0,0
Q43/C1-P1,2025-05-24,144,2495.13171478471,10281.2181202418,14415.7101835889,0,1489.75291164279,15905.4630952317,35296.3687821652,35296.3687821652,22490.7448470073,11210.0255611646,490.381906898339,20885.4033532208,0,0,0
Q43/C1-P1,2025-05-25,144,10281.2181202418,2679.10369522917,30485.5662276432,0,3787.51398800061,34273.0802156439,46743.8590712694,46743.8590712694,11096.858775958,15830.3585910373,885.765133424608,3801.35050310661,0,0,0
Q43/C1-P1,2025-05-26,144,2679.10369522917,3187.16009421491,32837.8456413265,0,20353.3622336034,53191.2078749299,52545.8106072141,52545.8106072141,13994.9096667982,10878.6260710194,5156.11231609338,38.7113775286173,0,0,0
Q43/C1-P1,2025-05-27,144,3187.16009421491,2275.95503460536,31567.4793415847,0,20555.5511069391,52123.0304485238,49545.6394199809,49545.6394199809,13400.0027497718,11674.0867809638,4925.8449203421,3361.99440484824,0,0,0
Q43/C1-P1,2025-05-28,144,2275.95503460536,3438.174614358,35175.7842177618,0,3173.61635927605,38349.4005770378,57489.7696938882,57489.7696938882,19039.2420986628,14375.7884781395,787.407147150059,1366.93578718161,0,0,0
Q43/C1-P1,2025-05-29,144,3438.174614358,1569.87117855852,33122.5737731946,0,21886.3652433925,55008.9390165872,53065.2535551816,53065.2535551816,12047.7290091546,11440.1335896347,5361.05019715284,3506.65983281462,0,0,0
Q43/C1-P1,2025-05-30,144,1569.87117855852,3412.68279480852,11771.7023126113,0,1945.57061610277,13717.272928714,28056.2444488334,28056.2444488334,16014.2539489737,11313.0152440437,710.435131454684,17472.6192753581,0,0,0
Q43/C1-P1,2025-05-31,144,3412.68279480852,10800,14142.1292104508,0,2386.92549376404,16529.0547042148,36392.1092421048,36392.1092421048,21903.1292647513,11092.9492197762,639.332195948093,18117.8615097444,0,0,0
Q43/C1-P1,2025-06-01,144,10800,3604.12756328829,45251.7744923172,0,24254.7920480181,69506.5665403353,64395.5022828476,64395.5022828476,12884.8921753978,16913.0478551128,5253.67223892179,2433.10056815098,0,0,0
Q43/C1-P1,2025-06-02,144,3604.12756328829,3158.33107875638,48429.6693486538,0,27361.2332807172,75790.902629371,72377.1062350199,72377.1062350199,18181.3615221353,15128.1196690083,6039.5873127174,6710.46424461035,0,0,0
Q43/C1-P1,2025-06-03,144,3158.33107875638,1367.85691527949,48032.771485919,0,13695.2732170714,61728.0447029903,71804.0155499406,71804.0155499406,17475.9701276061,15766.9625504902,2918.21354432773,4854.02301715236,0,0,0
Q43/C1-P1,2025-06-04,144,1367.85691527949,2002.93309747332,57165.9966754728,0,8554.20640965209,65720.2030851249,84647.9216033811,84647.9216033811,17464.6570284684,13574.803629085,1966.10902504382,13080.6280790415,0,0,0
Q43/C1-P1,2025-06-05,144,2002.93309747332,1200.9051263176,49383.5688769134,0,18201.8319638402,67585.4008407535,73167.00332228,73167.00332228,19328.0596544632,16377.5534941554,3875.08857633393,2792.1243883061,0,0,0
Q43/C1-P1,2025-06-06,144,1200.9051263176,1412.78329065078,17593.8666641731,0,8049.80683169443,25643.6734958676,34648.0787860583,34648.0787860583,13993.9964152835,11144.4467484798,2288.32819847589,3164.15691773046,0,0,0
Q43/C1-P1,2025-06-07,144,1412.78329065078,10110.4372503257,22366.224179004,0,6361.17106058398,28727.395239588,48475.8139283735,48475.8139283735,23778.5722360065,11432.7549474578,1392.83494471849,6608.23341787671,0,0,0
Q43/C1-P1,2025-06-08,144,10110.4372503257,2924.76168134936,47904.9051809244,0,2333.26285990857,50238.168040833,68871.2160745367,68871.2160745367,10257.6039195316,14775.7671868993,535.555849009129,8732.05025758023,0,0,0
Q43/C1-P1,2025-06-09,144,2924.76168134936,2541.1340555383,56234.6205922339,0,2689.71753537081,58924.3381276048,80546.9872416622,80546.9872416622,17658.0232138587,14648.2636664555,652.120255746196,7271.3752166719,0,0,0
Q43/C1-P1,2025-06-10,144,2541.1340555383,2488.75606037997,51462.9288591964,0,4140.67880032554,55603.6076595219,75776.6907683519,75776.6907683519,20909.2209722693,16983.6091831806,852.072556554047,1085.71896915059,0,0,0
Q43/C1-P1,2025-06-11,144,2488.75606037997,2381.05605699993,55633.1535486515,0,6550.50790661276,62183.6614552642,80642.6836201885,80642.6836201885,23135.7222837004,18836.8650528394,1456.29127015431,1697.34967614844,0,0,0
Q43/C1-P1,2025-06-12,144,2381.05605699993,1908.03825358906,54564.1694775453,0,1429.05875516158,55993.2282327069,79030.538759724,79030.538759724,21016.4235471754,17449.0190962819,277.392858029399,3090.58240019317,0,0,0
Q43/C1-P1,2025-06-13,144,1908.03825358906,1339.30145158844,16882.386712555,0,1976.438458911,18858.825171466,34029.3341596987,34029.3341596987,14189.7761962136,12005.5818407336,500.07586266751,4035.57363355288,0,0,0
Q43/C1-P1,2025-06-14,144,1339.30145158844,8731.44582378444,21247.075434634,0,1204.1829838616,22451.2584184956,42755.293168442,42755.293168442,22184.3130165757,11316.3636084499,351.041182862594,6176.47052651219,0,0,0
Q43/C1-P1,2025-06-15,144,8731.44582378444,3770.904403134,50084.0554639545,0,15461.2546371566,65545.3101011111,70350.848806932,70350.848806932,12860.9640951853,14881.8681956855,3879.57372746867,5638.78563490087,0,0,0
Q43/C1-P1,2025-06-16,144,3770.904403134,2958.00289298093,53553.2217967525,0,10771.1292498971,64324.3510466496,76525.7888357592,76525.7888357592,18187.4761039878,15463.4670033679,2589.80672007476,3678.19197188067,0,0,0
Q43/C1-P1,2025-06-17,144,2958.00289298093,2906.2389272709,55416.0179321414,0,11966.6704803593,67382.6884125007,79722.3462726427,79722.3462726427,20378.5794512121,16553.2369246208,2886.09696517472,4163.20949455948,0,0,0
Q43/C1-P1,2025-06-18,144,2906.2389272709,3577.31208611843,55790.3320138798,0,10651.4799168623,66441.8119307421,80534.6045680965,80534.6045680965,18098.4209525063,14055.7551285674,2550.73662223255,8133.9444663901,0,0,0
Q43/C1-P1,2025-06-19,144,3577.31208611843,2600.02435344448,49715.3294038964,0,10641.5464411938,60356.8758450902,73689.0461486969,73689.0461486969,17530.7276500245,15079.4483559264,2122.26382990761,4991.98815117305,0,0,0
Q43/C1-P1,2025-06-20,144,2600.02435344448,2271.76903683454,17909.3305161659,0,341.33581068159,18250.6663268475,34066.3542125622,34066.3542125622,13172.6764541044,10965.2977127735,152.574635230525,9571.23092312851,0,0,0
Q43/C1-P1,2025-06-21,144,2271.76903683454,7949.75469440942,19873.1773775253,0,236.875496420368,20110.0528739457,40737.2823828866,40737.2823828866,20377.712438062,11395.7599830129,76.8298264922346,12564.9510209963,0,0,0
Q43/C1-P1,2025-06-22,144,7949.75469440942,3052.10938847792,44852.4302479565,0,14872.6837885553,59725.1140365119,65137.088805973,65137.088805973,12498.6431598919,14531.7817348508,2891.09182849438,2653.03644275963,0,0,0
Q43/C1-P1,2025-06-23,144,3052.10938847792,2705.67980199595,48679.965602044,0,5698.6722406468,54378.6378426908,72060.5452145085,72060.5452145085,20009.4721355119,16519.4590575984,1378.56990090138,2893.40103749639,0,0,0
Q43/C1-P1,2025-06-24,144,2705.67980199595,3065.71693881711,58677.6068054276,0,2736.56319433872,61414.1699997663,83142.7363872716,83142.7363872716,22088.2687868023,17567.4642941708,573.3423479612,2968.31532593467,0,0,0
